id,grade,subject,publisher,type,question,option1,option2,option3,option4,answer,hint,semester,exam
m3-n-u6-036,3,math,nanyi,choice,15 ÷ 7 = ?,1 ... 1,2 ... 1,2 ... 2,3 ... 1,2 ... 1,先用乘法想: 7 乘以多少最接近 15?,1,final
m3-n-u6-037,3,math,nanyi,choice,60 ÷ 8 = ?,7 ... 5,8 ... 4,7 ... 4,6 ... 4,7 ... 4,先用乘法想: 8 乘以多少最接近 60?,1,final
m3-n-u6-038,3,math,nanyi,choice,59 ÷ 6 = ?,10 ... 5,9 ... 5,10 ... 5,8 ... 5,9 ... 5,先用乘法想: 6 乘以多少最接近 59?,1,final
m3-n-u6-039,3,math,nanyi,choice,13 ÷ 2 = ?,7 ... 1,7 ... 1,5 ... 1,6 ... 1,6 ... 1,先用乘法想: 2 乘以多少最接近 13?,1,final
m3-n-u6-040,3,math,nanyi,choice,52 ÷ 9 = ?,5 ... 8,4 ... 7,6 ... 7,5 ... 7,5 ... 7,先用乘法想: 9 乘以多少最接近 52?,1,final
m3-n-u6-041,3,math,nanyi,choice,44 ÷ 6 = ?,7 ... 2,6 ... 2,7 ... 3,8 ... 2,7 ... 2,先用乘法想: 6 乘以多少最接近 44?,1,final
m3-n-u6-042,3,math,nanyi,choice,79 ÷ 9 = ?,8 ... 7,9 ... 7,8 ... 8,7 ... 7,8 ... 7,先用乘法想: 9 乘以多少最接近 79?,1,final
m3-n-u6-043,3,math,nanyi,choice,20 ÷ 4 = ?,6,5 ... 1,5,4,5,先用乘法想: 4 乘以多少最接近 20?,1,final
m3-n-u6-044,3,math,nanyi,choice,63 ÷ 8 = ?,7 ... 7,8 ... 7,8 ... 7,6 ... 7,7 ... 7,先用乘法想: 8 乘以多少最接近 63?,1,final
m3-n-u6-045,3,math,nanyi,choice,44 ÷ 5 = ?,8 ... 4,9 ... 4,7 ... 4,9 ... 4,8 ... 4,先用乘法想: 5 乘以多少最接近 44?,1,final
m3-n-u6-046,3,math,nanyi,choice,51 ÷ 7 = ?,7 ... 2,6 ... 2,7 ... 3,8 ... 2,7 ... 2,先用乘法想: 7 乘以多少最接近 51?,1,final
m3-n-u6-047,3,math,nanyi,choice,74 ÷ 8 = ?,9 ... 2,10 ... 2,8 ... 2,9 ... 3,9 ... 2,先用乘法想: 8 乘以多少最接近 74?,1,final
m3-n-u6-048,3,math,nanyi,choice,8 ÷ 3 = ?,3 ... 2,1 ... 2,3 ... 2,2 ... 2,2 ... 2,先用乘法想: 3 乘以多少最接近 8?,1,final
m3-n-u6-049,3,math,nanyi,choice,5 ÷ 2 = ?,3 ... 1,2 ... 1,3 ... 1,1 ... 1,2 ... 1,先用乘法想: 2 乘以多少最接近 5?,1,final
m3-n-u6-050,3,math,nanyi,choice,14 ÷ 3 = ?,5 ... 2,4 ... 2,3 ... 2,5 ... 2,4 ... 2,先用乘法想: 3 乘以多少最接近 14?,1,final
m3-n-u6-051,3,math,nanyi,choice,35 ÷ 5 = ?,8,6,7 ... 1,7,7,先用乘法想: 5 乘以多少最接近 35?,1,final
m3-n-u6-052,3,math,nanyi,choice,49 ÷ 8 = ?,7 ... 1,5 ... 1,6 ... 2,6 ... 1,6 ... 1,先用乘法想: 8 乘以多少最接近 49?,1,final
m3-n-u6-053,3,math,nanyi,choice,32 ÷ 6 = ?,6 ... 2,5 ... 3,4 ... 2,5 ... 2,5 ... 2,先用乘法想: 6 乘以多少最接近 32?,1,final
m3-n-u6-054,3,math,nanyi,choice,12 ÷ 5 = ?,1 ... 2,2 ... 2,2 ... 3,3 ... 2,2 ... 2,先用乘法想: 5 乘以多少最接近 12?,1,final
m3-n-u6-055,3,math,nanyi,choice,41 ÷ 5 = ?,7 ... 1,8 ... 1,9 ... 1,8 ... 2,8 ... 1,先用乘法想: 5 乘以多少最接近 41?,1,final
m3-n-u6-056,3,math,nanyi,choice,26 ÷ 7 = ?,3 ... 6,4 ... 5,2 ... 5,3 ... 5,3 ... 5,先用乘法想: 7 乘以多少最接近 26?,1,final
m3-n-u6-057,3,math,nanyi,choice,43 ÷ 7 = ?,7 ... 1,5 ... 1,6 ... 2,6 ... 1,6 ... 1,先用乘法想: 7 乘以多少最接近 43?,1,final
m3-n-u6-058,3,math,nanyi,choice,16 ÷ 5 = ?,2 ... 1,4 ... 1,3 ... 2,3 ... 1,3 ... 1,先用乘法想: 5 乘以多少最接近 16?,1,final
m3-n-u6-059,3,math,nanyi,choice,51 ÷ 7 = ?,6 ... 2,7 ... 2,7 ... 3,8 ... 2,7 ... 2,先用乘法想: 7 乘以多少最接近 51?,1,final
m3-n-u6-060,3,math,nanyi,choice,82 ÷ 8 = ?,10 ... 2,11 ... 2,9 ... 2,10 ... 3,10 ... 2,先用乘法想: 8 乘以多少最接近 82?,1,final
m3-n-u6-061,3,math,nanyi,choice,36 ÷ 6 = ?,7,6,6 ... 1,5,6,先用乘法想: 6 乘以多少最接近 36?,1,final
m3-n-u6-062,3,math,nanyi,choice,4 ÷ 2 = ?,3,1,2,2 ... 1,2,先用乘法想: 2 乘以多少最接近 4?,1,final
m3-n-u6-063,3,math,nanyi,choice,64 ÷ 9 = ?,7 ... 2,7 ... 1,8 ... 1,6 ... 1,7 ... 1,先用乘法想: 9 乘以多少最接近 64?,1,final
m3-n-u6-064,3,math,nanyi,choice,32 ÷ 6 = ?,5 ... 2,5 ... 3,6 ... 2,4 ... 2,5 ... 2,先用乘法想: 6 乘以多少最接近 32?,1,final
m3-n-u6-065,3,math,nanyi,choice,23 ÷ 7 = ?,2 ... 2,3 ... 2,4 ... 2,3 ... 3,3 ... 2,先用乘法想: 7 乘以多少最接近 23?,1,final
m3-n-u6-066,3,math,nanyi,choice,25 ÷ 6 = ?,4 ... 2,3 ... 1,5 ... 1,4 ... 1,4 ... 1,先用乘法想: 6 乘以多少最接近 25?,1,final
m3-n-u6-067,3,math,nanyi,choice,62 ÷ 9 = ?,7 ... 8,6 ... 8,7 ... 8,5 ... 8,6 ... 8,先用乘法想: 9 乘以多少最接近 62?,1,final
m3-n-u6-068,3,math,nanyi,choice,57 ÷ 7 = ?,8 ... 1,9 ... 1,7 ... 1,8 ... 2,8 ... 1,先用乘法想: 7 乘以多少最接近 57?,1,final
m3-n-u6-069,3,math,nanyi,choice,60 ÷ 7 = ?,7 ... 4,8 ... 4,9 ... 4,8 ... 5,8 ... 4,先用乘法想: 7 乘以多少最接近 60?,1,final
m3-n-u6-070,3,math,nanyi,choice,64 ÷ 8 = ?,9,7,8,8 ... 1,8,先用乘法想: 8 乘以多少最接近 64?,1,final
m3-n-u6-071,3,math,nanyi,choice,15 ÷ 2 = ?,6 ... 1,8 ... 1,8 ... 1,7 ... 1,7 ... 1,先用乘法想: 2 乘以多少最接近 15?,1,final
m3-n-u6-072,3,math,nanyi,choice,37 ÷ 8 = ?,4 ... 6,3 ... 5,5 ... 5,4 ... 5,4 ... 5,先用乘法想: 8 乘以多少最接近 37?,1,final
m3-n-u6-073,3,math,nanyi,choice,57 ÷ 6 = ?,8 ... 3,10 ... 3,9 ... 4,9 ... 3,9 ... 3,先用乘法想: 6 乘以多少最接近 57?,1,final
m3-n-u6-074,3,math,nanyi,choice,31 ÷ 3 = ?,10 ... 2,9 ... 1,10 ... 1,11 ... 1,10 ... 1,先用乘法想: 3 乘以多少最接近 31?,1,final
m3-n-u6-075,3,math,nanyi,choice,59 ÷ 8 = ?,8 ... 3,7 ... 4,7 ... 3,6 ... 3,7 ... 3,先用乘法想: 8 乘以多少最接近 59?,1,final
m3-n-u6-076,3,math,nanyi,choice,54 ÷ 7 = ?,7 ... 5,8 ... 5,7 ... 6,6 ... 5,7 ... 5,先用乘法想: 7 乘以多少最接近 54?,1,final
m3-n-u6-077,3,math,nanyi,choice,33 ÷ 5 = ?,6 ... 4,7 ... 3,5 ... 3,6 ... 3,6 ... 3,先用乘法想: 5 乘以多少最接近 33?,1,final
m3-n-u6-078,3,math,nanyi,choice,8 ÷ 2 = ?,4,3,5,4 ... 1,4,先用乘法想: 2 乘以多少最接近 8?,1,final
m3-n-u6-079,3,math,nanyi,choice,91 ÷ 9 = ?,9 ... 1,10 ... 1,11 ... 1,10 ... 2,10 ... 1,先用乘法想: 9 乘以多少最接近 91?,1,final
m3-n-u6-080,3,math,nanyi,choice,83 ÷ 8 = ?,10 ... 4,10 ... 3,11 ... 3,9 ... 3,10 ... 3,先用乘法想: 8 乘以多少最接近 83?,1,final
m3-n-u6-081,3,math,nanyi,choice,39 ÷ 7 = ?,6 ... 4,4 ... 4,5 ... 4,5 ... 5,5 ... 4,先用乘法想: 7 乘以多少最接近 39?,1,final
m3-n-u6-082,3,math,nanyi,choice,42 ÷ 5 = ?,8 ... 3,8 ... 2,7 ... 2,9 ... 2,8 ... 2,先用乘法想: 5 乘以多少最接近 42?,1,final
m3-n-u6-083,3,math,nanyi,choice,74 ÷ 8 = ?,10 ... 2,9 ... 3,8 ... 2,9 ... 2,9 ... 2,先用乘法想: 8 乘以多少最接近 74?,1,final
m3-n-u6-084,3,math,nanyi,choice,32 ÷ 7 = ?,4 ... 5,5 ... 4,3 ... 4,4 ... 4,4 ... 4,先用乘法想: 7 乘以多少最接近 32?,1,final
m3-n-u6-085,3,math,nanyi,choice,19 ÷ 6 = ?,3 ... 1,3 ... 2,4 ... 1,2 ... 1,3 ... 1,先用乘法想: 6 乘以多少最接近 19?,1,final
m3-n-u6-086,3,math,nanyi,choice,45 ÷ 5 = ?,9,8,10,9 ... 1,9,先用乘法想: 5 乘以多少最接近 45?,1,final
m3-n-u6-087,3,math,nanyi,choice,29 ÷ 5 = ?,6 ... 4,6 ... 4,5 ... 4,4 ... 4,5 ... 4,先用乘法想: 5 乘以多少最接近 29?,1,final
m3-n-u6-088,3,math,nanyi,choice,60 ÷ 9 = ?,6 ... 6,7 ... 6,5 ... 6,6 ... 7,6 ... 6,先用乘法想: 9 乘以多少最接近 60?,1,final
m3-n-u6-089,3,math,nanyi,choice,29 ÷ 8 = ?,3 ... 6,2 ... 5,3 ... 5,4 ... 5,3 ... 5,先用乘法想: 8 乘以多少最接近 29?,1,final
m3-n-u6-090,3,math,nanyi,choice,30 ÷ 6 = ?,6,5 ... 1,4,5,5,先用乘法想: 6 乘以多少最接近 30?,1,final
m3-n-u6-091,3,math,nanyi,choice,32 ÷ 4 = ?,8 ... 1,8,7,9,8,先用乘法想: 4 乘以多少最接近 32?,1,final
m3-n-u6-092,3,math,nanyi,choice,44 ÷ 7 = ?,6 ... 2,7 ... 2,5 ... 2,6 ... 3,6 ... 2,先用乘法想: 7 乘以多少最接近 44?,1,final
m3-n-u6-093,3,math,nanyi,choice,53 ÷ 5 = ?,11 ... 3,10 ... 4,9 ... 3,10 ... 3,10 ... 3,先用乘法想: 5 乘以多少最接近 53?,1,final
m3-n-u6-094,3,math,nanyi,choice,14 ÷ 3 = ?,5 ... 2,4 ... 2,5 ... 2,3 ... 2,4 ... 2,先用乘法想: 3 乘以多少最接近 14?,1,final
m3-n-u6-095,3,math,nanyi,choice,16 ÷ 5 = ?,3 ... 1,3 ... 2,2 ... 1,4 ... 1,3 ... 1,先用乘法想: 5 乘以多少最接近 16?,1,final
m3-n-u6-096,3,math,nanyi,choice,23 ÷ 7 = ?,3 ... 3,3 ... 2,2 ... 2,4 ... 2,3 ... 2,先用乘法想: 7 乘以多少最接近 23?,1,final
m3-n-u6-097,3,math,nanyi,choice,19 ÷ 2 = ?,8 ... 1,10 ... 1,9 ... 1,10 ... 1,9 ... 1,先用乘法想: 2 乘以多少最接近 19?,1,final
m3-n-u6-098,3,math,nanyi,choice,8 ÷ 3 = ?,1 ... 2,3 ... 2,3 ... 2,2 ... 2,2 ... 2,先用乘法想: 3 乘以多少最接近 8?,1,final
m3-n-u6-099,3,math,nanyi,choice,45 ÷ 5 = ?,8,9,10,9 ... 1,9,先用乘法想: 5 乘以多少最接近 45?,1,final
m3-n-u6-100,3,math,nanyi,choice,12 ÷ 2 = ?,5,6 ... 1,7,6,6,先用乘法想: 2 乘以多少最接近 12?,1,final
m3-n-u7-001,3,math,nanyi,choice,"找規律: 100, 91, 82, (?), 64",64,73,72,82,73,每次減 9,1,final
m3-n-u7-002,3,math,nanyi,choice,"找規律: 4, 8, 16, (?), 64",16,34,32,64,32,後面的數是前面的2倍,1,final
m3-n-u7-003,3,math,nanyi,choice,"找規律: 60, 54, 48, (?), 36",48,41,42,36,42,每次減 6,1,final
m3-n-u7-004,3,math,nanyi,choice,"找規律: 1, 2, 4, (?), 16",10,4,16,8,8,後面的數是前面的2倍,1,final
m3-n-u7-005,3,math,nanyi,choice,"找規律: 6, 4, 6, 4, (?), 4",10,6,2,4,6,數字重複出現,1,final
m3-n-u7-006,3,math,nanyi,choice,"找規律: 36, 41, 46, (?), 56",51,52,56,46,51,每次加 5,1,final
m3-n-u7-007,3,math,nanyi,choice,"找規律: 11, 15, 19, (?), 27",24,23,19,27,23,每次加 4,1,final
m3-n-u7-008,3,math,nanyi,choice,"找規律: 96, 90, 84, (?), 72",72,84,77,78,78,每次減 6,1,final
m3-n-u7-009,3,math,nanyi,choice,"找規律: 5, 7, 5, 7, (?), 7",5,7,2,12,5,數字重複出現,1,final
m3-n-u7-010,3,math,nanyi,choice,"找規律: 9, 1, 9, 1, (?), 1",1,9,10,8,9,數字重複出現,1,final
m3-n-u7-011,3,math,nanyi,choice,"找規律: 51, 43, 35, (?), 19",27,35,26,19,27,每次減 8,1,final
m3-n-u7-012,3,math,nanyi,choice,"找規律: 34, 41, 48, (?), 62",56,55,48,62,55,每次加 7,1,final
m3-n-u7-013,3,math,nanyi,choice,"找規律: 51, 48, 45, (?), 39",41,42,45,39,42,每次減 3,1,final
m3-n-u7-014,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",42,80,20,40,40,後面的數是前面的2倍,1,final
m3-n-u7-015,3,math,nanyi,choice,"找規律: 78, 71, 64, (?), 50",50,64,56,57,57,每次減 7,1,final
m3-n-u7-016,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",80,20,40,42,40,後面的數是前面的2倍,1,final
m3-n-u7-017,3,math,nanyi,choice,"找規律: 75, 65, 55, (?), 35",35,45,44,55,45,每次減 10,1,final
m3-n-u7-018,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",12,26,48,24,24,後面的數是前面的2倍,1,final
m3-n-u7-019,3,math,nanyi,choice,"找規律: 95, 87, 79, (?), 63",63,79,71,70,71,每次減 8,1,final
m3-n-u7-020,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",40,80,20,42,40,後面的數是前面的2倍,1,final
m3-n-u7-021,3,math,nanyi,choice,"找規律: 29, 37, 45, (?), 61",53,54,61,45,53,每次加 8,1,final
m3-n-u7-022,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",48,24,26,12,24,後面的數是前面的2倍,1,final
m3-n-u7-023,3,math,nanyi,choice,"找規律: 4, 8, 16, (?), 64",34,32,64,16,32,後面的數是前面的2倍,1,final
m3-n-u7-024,3,math,nanyi,choice,"找規律: 3, 9, 15, (?), 27",22,15,27,21,21,每次加 6,1,final
m3-n-u7-025,3,math,nanyi,choice,"找規律: 58, 49, 40, (?), 22",30,22,31,40,31,每次減 9,1,final
m3-n-u7-026,3,math,nanyi,choice,"找規律: 1, 9, 1, 9, (?), 9",10,1,8,9,1,數字重複出現,1,final
m3-n-u7-027,3,math,nanyi,choice,"找規律: 7, 3, 7, 3, (?), 3",7,3,10,4,7,數字重複出現,1,final
m3-n-u7-028,3,math,nanyi,choice,"找規律: 39, 42, 45, (?), 51",49,45,51,48,48,每次加 3,1,final
m3-n-u7-029,3,math,nanyi,choice,"找規律: 85, 82, 79, (?), 73",75,79,76,73,76,每次減 3,1,final
m3-n-u7-030,3,math,nanyi,choice,"找規律: 2, 4, 8, (?), 32",8,16,18,32,16,後面的數是前面的2倍,1,final
m3-n-u7-031,3,math,nanyi,choice,"找規律: 46, 50, 54, (?), 62",59,58,62,54,58,每次加 4,1,final
m3-n-u7-032,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",20,42,80,40,40,後面的數是前面的2倍,1,final
m3-n-u7-033,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",80,42,40,20,40,後面的數是前面的2倍,1,final
m3-n-u7-034,3,math,nanyi,choice,"找規律: 77, 70, 63, (?), 49",55,49,63,56,56,每次減 7,1,final
m3-n-u7-035,3,math,nanyi,choice,"找規律: 40, 47, 54, (?), 68",68,61,54,62,61,每次加 7,1,final
m3-n-u7-036,3,math,nanyi,choice,"找規律: 7, 2, 7, 2, (?), 2",5,2,7,9,7,數字重複出現,1,final
m3-n-u7-037,3,math,nanyi,choice,"找規律: 41, 45, 49, (?), 57",53,57,54,49,53,每次加 4,1,final
m3-n-u7-038,3,math,nanyi,choice,"找規律: 75, 73, 71, (?), 67",67,71,69,68,69,每次減 2,1,final
m3-n-u7-039,3,math,nanyi,choice,"找規律: 5, 8, 11, (?), 17",15,17,14,11,14,每次加 3,1,final
m3-n-u7-040,3,math,nanyi,choice,"找規律: 23, 32, 41, (?), 59",41,59,50,51,50,每次加 9,1,final
m3-n-u7-041,3,math,nanyi,choice,"找規律: 2, 4, 2, 4, (?), 4",2,4,2,6,2,數字重複出現,1,final
m3-n-u7-042,3,math,nanyi,choice,"找規律: 5, 2, 5, 2, (?), 2",7,5,3,2,5,數字重複出現,1,final
m3-n-u7-043,3,math,nanyi,choice,"找規律: 4, 8, 16, (?), 64",16,32,64,34,32,後面的數是前面的2倍,1,final
m3-n-u7-044,3,math,nanyi,choice,"找規律: 57, 49, 41, (?), 25",33,41,32,25,33,每次減 8,1,final
m3-n-u7-045,3,math,nanyi,choice,"找規律: 6, 12, 18, (?), 30",25,18,30,24,24,每次加 6,1,final
m3-n-u7-046,3,math,nanyi,choice,"找規律: 73, 65, 57, (?), 41",48,49,41,57,49,每次減 8,1,final
m3-n-u7-047,3,math,nanyi,choice,"找規律: 4, 2, 4, 2, (?), 2",6,4,2,2,4,數字重複出現,1,final
m3-n-u7-048,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",48,26,12,24,24,後面的數是前面的2倍,1,final
m3-n-u7-049,3,math,nanyi,choice,"找規律: 1, 2, 4, (?), 16",16,8,4,10,8,後面的數是前面的2倍,1,final
m3-n-u7-050,3,math,nanyi,choice,"找規律: 2, 4, 6, (?), 10",8,9,6,10,8,每次加 2,1,final
m3-n-u7-051,3,math,nanyi,choice,"找規律: 70, 65, 60, (?), 50",50,60,54,55,55,每次減 5,1,final
m3-n-u7-052,3,math,nanyi,choice,"找規律: 47, 55, 63, (?), 79",63,72,71,79,71,每次加 8,1,final
m3-n-u7-053,3,math,nanyi,choice,"找規律: 43, 53, 63, (?), 83",74,63,73,83,73,每次加 10,1,final
m3-n-u7-054,3,math,nanyi,choice,"找規律: 1, 2, 4, (?), 16",16,10,4,8,8,後面的數是前面的2倍,1,final
m3-n-u7-055,3,math,nanyi,choice,"找規律: 5, 10, 20, (?), 80",80,40,20,42,40,後面的數是前面的2倍,1,final
m3-n-u7-056,3,math,nanyi,choice,"找規律: 7, 5, 7, 5, (?), 5",7,12,5,2,7,數字重複出現,1,final
m3-n-u7-057,3,math,nanyi,choice,"找規律: 57, 50, 43, (?), 29",29,35,36,43,36,每次減 7,1,final
m3-n-u7-058,3,math,nanyi,choice,"找規律: 3, 7, 3, 7, (?), 7",3,4,7,10,3,數字重複出現,1,final
m3-n-u7-059,3,math,nanyi,choice,"找規律: 90, 83, 76, (?), 62",62,69,68,76,69,每次減 7,1,final
m3-n-u7-060,3,math,nanyi,choice,"找規律: 4, 8, 16, (?), 64",16,32,34,64,32,後面的數是前面的2倍,1,final
m3-n-u7-061,3,math,nanyi,choice,"找規律: 64, 61, 58, (?), 52",55,58,52,54,55,每次減 3,1,final
m3-n-u7-062,3,math,nanyi,choice,"找規律: 24, 29, 34, (?), 44",34,39,44,40,39,每次加 5,1,final
m3-n-u7-063,3,math,nanyi,choice,"找規律: 4, 3, 4, 3, (?), 3",3,4,7,1,4,數字重複出現,1,final
m3-n-u7-064,3,math,nanyi,choice,"找規律: 88, 78, 68, (?), 48",58,57,48,68,58,每次減 10,1,final
m3-n-u7-065,3,math,nanyi,choice,"找規律: 97, 91, 85, (?), 73",73,78,85,79,79,每次減 6,1,final
m3-n-u7-066,3,math,nanyi,choice,"找規律: 6, 1, 6, 1, (?), 1",7,6,1,5,6,數字重複出現,1,final
m3-n-u7-067,3,math,nanyi,choice,"找規律: 12, 14, 16, (?), 20",20,18,16,19,18,每次加 2,1,final
m3-n-u7-068,3,math,nanyi,choice,"找規律: 8, 16, 24, (?), 40",40,24,33,32,32,每次加 8,1,final
m3-n-u7-069,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",12,24,48,26,24,後面的數是前面的2倍,1,final
m3-n-u7-070,3,math,nanyi,choice,"找規律: 92, 90, 88, (?), 84",86,88,85,84,86,每次減 2,1,final
m3-n-u7-071,3,math,nanyi,choice,"找規律: 97, 88, 79, (?), 61",61,79,70,69,70,每次減 9,1,final
m3-n-u7-072,3,math,nanyi,choice,"找規律: 2, 4, 8, (?), 32",16,8,18,32,16,後面的數是前面的2倍,1,final
m3-n-u7-073,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",12,48,26,24,24,後面的數是前面的2倍,1,final
m3-n-u7-074,3,math,nanyi,choice,"找規律: 9, 11, 13, (?), 17",17,15,13,16,15,每次加 2,1,final
m3-n-u7-075,3,math,nanyi,choice,"找規律: 97, 88, 79, (?), 61",61,69,79,70,70,每次減 9,1,final
m3-n-u7-076,3,math,nanyi,choice,"找規律: 87, 85, 83, (?), 79",83,81,80,79,81,每次減 2,1,final
m3-n-u7-077,3,math,nanyi,choice,"找規律: 83, 75, 67, (?), 51",67,51,59,58,59,每次減 8,1,final
m3-n-u7-078,3,math,nanyi,choice,"找規律: 6, 8, 6, 8, (?), 8",8,2,14,6,6,數字重複出現,1,final
m3-n-u7-079,3,math,nanyi,choice,"找規律: 1, 2, 4, (?), 16",8,16,10,4,8,後面的數是前面的2倍,1,final
m3-n-u7-080,3,math,nanyi,choice,"找規律: 60, 50, 40, (?), 20",40,20,29,30,30,每次減 10,1,final
m3-n-u7-081,3,math,nanyi,choice,"找規律: 5, 6, 5, 6, (?), 6",6,11,5,1,5,數字重複出現,1,final
m3-n-u7-082,3,math,nanyi,choice,"找規律: 9, 5, 9, 5, (?), 5",5,4,14,9,9,數字重複出現,1,final
m3-n-u7-083,3,math,nanyi,choice,"找規律: 4, 9, 4, 9, (?), 9",9,5,4,13,4,數字重複出現,1,final
m3-n-u7-084,3,math,nanyi,choice,"找規律: 7, 1, 7, 1, (?), 1",6,1,7,8,7,數字重複出現,1,final
m3-n-u7-085,3,math,nanyi,choice,"找規律: 1, 2, 4, (?), 16",16,4,8,10,8,後面的數是前面的2倍,1,final
m3-n-u7-086,3,math,nanyi,choice,"找規律: 2, 1, 2, 1, (?), 1",3,2,1,1,2,數字重複出現,1,final
m3-n-u7-087,3,math,nanyi,choice,"找規律: 4, 5, 4, 5, (?), 5",5,4,9,1,4,數字重複出現,1,final
m3-n-u7-088,3,math,nanyi,choice,"找規律: 34, 37, 40, (?), 46",44,43,46,40,43,每次加 3,1,final
m3-n-u7-089,3,math,nanyi,choice,"找規律: 96, 91, 86, (?), 76",81,80,86,76,81,每次減 5,1,final
m3-n-u7-090,3,math,nanyi,choice,"找規律: 2, 11, 20, (?), 38",29,38,20,30,29,每次加 9,1,final
m3-n-u7-091,3,math,nanyi,choice,"找規律: 9, 6, 9, 6, (?), 6",3,15,6,9,9,數字重複出現,1,final
m3-n-u7-092,3,math,nanyi,choice,"找規律: 61, 53, 45, (?), 29",45,36,29,37,37,每次減 8,1,final
m3-n-u7-093,3,math,nanyi,choice,"找規律: 10, 12, 14, (?), 18",14,17,18,16,16,每次加 2,1,final
m3-n-u7-094,3,math,nanyi,choice,"找規律: 1, 7, 1, 7, (?), 7",6,1,7,8,1,數字重複出現,1,final
m3-n-u7-095,3,math,nanyi,choice,"找規律: 28, 35, 42, (?), 56",56,42,49,50,49,每次加 7,1,final
m3-n-u7-096,3,math,nanyi,choice,"找規律: 57, 48, 39, (?), 21",39,29,21,30,30,每次減 9,1,final
m3-n-u7-097,3,math,nanyi,choice,"找規律: 83, 73, 63, (?), 43",52,53,63,43,53,每次減 10,1,final
m3-n-u7-098,3,math,nanyi,choice,"找規律: 10, 19, 28, (?), 46",38,37,28,46,37,每次加 9,1,final
m3-n-u7-099,3,math,nanyi,choice,"找規律: 3, 6, 12, (?), 48",24,12,26,48,24,後面的數是前面的2倍,1,final
m3-n-u7-100,3,math,nanyi,choice,"找規律: 2, 4, 8, (?), 32",18,32,8,16,16,後面的數是前面的2倍,1,final
m3-n-u8-001,3,math,nanyi,choice,比較 五分之一 和 六分之一 誰比較大？,五分之一,六分之一,一樣大,不能比較,五分之一,分母越小，分數越大,1,final
m3-n-u8-002,3,math,nanyi,choice,比較 十二分之一 和 九分之一 誰比較大？,一樣大,九分之一,不能比較,十二分之一,九分之一,分母越小，分數越大,1,final
m3-n-u8-003,3,math,nanyi,choice,比較 四分之一 和 十二分之一 誰比較大？,不能比較,十二分之一,四分之一,一樣大,四分之一,分母越小，分數越大,1,final
m3-n-u8-004,3,math,nanyi,choice,一盒布丁有 3 個，吃掉 1 個是幾盒？,二分之一,三分之一,三,四分之一,三分之一,全部有 3 個，其中的 1 個,1,final
m3-n-u8-005,3,math,nanyi,choice,比較 十二分之一 和 四分之一 誰比較大？,十二分之一,不能比較,四分之一,一樣大,四分之一,分母越小，分數越大,1,final
m3-n-u8-006,3,math,nanyi,choice,比較 七分之一 和 六分之一 誰比較大？,六分之一,一樣大,七分之一,不能比較,六分之一,分母越小，分數越大,1,final
m3-n-u8-007,3,math,nanyi,choice,一盒布丁有 3 個，吃掉 1 個是幾盒？,二分之一,三分之一,四分之一,三,三分之一,全部有 3 個，其中的 1 個,1,final
m3-n-u8-008,3,math,nanyi,choice,一盒布丁有 3 個，吃掉 1 個是幾盒？,二分之一,四分之一,三,三分之一,三分之一,全部有 3 個，其中的 1 個,1,final
m3-n-u8-009,3,math,nanyi,choice,比較 四分之一 和 六分之一 誰比較大？,四分之一,不能比較,六分之一,一樣大,四分之一,分母越小，分數越大,1,final
m3-n-u8-010,3,math,nanyi,choice,比較 十二分之一 和 九分之一 誰比較大？,不能比較,九分之一,一樣大,十二分之一,九分之一,分母越小，分數越大,1,final
m3-n-u8-011,3,math,nanyi,choice,一盒布丁有 3 個，吃掉 1 個是幾盒？,四分之一,三,二分之一,三分之一,三分之一,全部有 3 個，其中的 1 個,1,final
m3-n-u8-012,3,math,nanyi,choice,一盒布丁有 8 個，吃掉 1 個是幾盒？,八分之一,七分之一,八,九分之一,八分之一,全部有 8 個，其中的 1 個,1,final
m3-n-u8-013,3,math,nanyi,choice,一盒布丁有 9 個，吃掉 1 個是幾盒？,九,十分之一,八分之一,九分之一,九分之一,全部有 9 個，其中的 1 個,1,final
m3-n-u8-014,3,math,nanyi,choice,比較 七分之一 和 十一分之一 誰比較大？,十一分之一,一樣大,不能比較,七分之一,七分之一,分母越小，分數越大,1,final
m3-n-u8-015,3,math,nanyi,choice,比較 二分之一 和 八分之一 誰比較大？,一樣大,八分之一,不能比較,二分之一,二分之一,分母越小，分數越大,1,final
m3-n-u8-016,3,math,nanyi,choice,比較 十分之一 和 九分之一 誰比較大？,不能比較,一樣大,十分之一,九分之一,九分之一,分母越小，分數越大,1,final
m3-n-u8-017,3,math,nanyi,choice,比較 三分之一 和 十二分之一 誰比較大？,三分之一,不能比較,一樣大,十二分之一,三分之一,分母越小，分數越大,1,final
